StateFIPS,State,CountyFIPS,County,Year,Value
6,California,6001,Alameda,2000,5.4
6,California,6001,Alameda,2001,5.4
6,California,6001,Alameda,2002,5.2
6,California,6001,Alameda,2003,5.6
6,California,6001,Alameda,2004,5.2
6,California,6001,Alameda,2005,5.4
6,California,6001,Alameda,2006,5.7
6,California,6001,Alameda,2007,5.3
6,California,6001,Alameda,2008,5.3
6,California,6001,Alameda,2009,5.5
6,California,6001,Alameda,2010,5.4
6,California,6001,Alameda,2011,5.6
6,California,6001,Alameda,2012,5.8
6,California,6001,Alameda,2013,5.6
6,California,6001,Alameda,2014,5.4
6,California,6001,Alameda,2015,5.4
6,California,6001,Alameda,2016,5.4
6,California,6001,Alameda,2017,5.8
6,California,6001,Alameda,2018,5.7
6,California,6001,Alameda,2019,5.9
6,California,6001,Alameda,2020,5.7
6,California,6003,Alpine,2000,No Events
6,California,6003,Alpine,2001,No Events
6,California,6003,Alpine,2002,No Events
6,California,6003,Alpine,2003,Suppressed
6,California,6003,Alpine,2004,No Events
6,California,6003,Alpine,2005,No Events
6,California,6003,Alpine,2006,No Events
6,California,6003,Alpine,2007,Suppressed
6,California,6003,Alpine,2008,Suppressed
6,California,6003,Alpine,2009,Suppressed
6,California,6003,Alpine,2010,Suppressed
6,California,6003,Alpine,2011,Suppressed
6,California,6003,Alpine,2012,Suppressed
6,California,6003,Alpine,2013,Suppressed
6,California,6003,Alpine,2014,Suppressed
6,California,6003,Alpine,2015,Suppressed
6,California,6003,Alpine,2016,Suppressed
6,California,6003,Alpine,2017,Suppressed
6,California,6003,Alpine,2018,Suppressed
6,California,6003,Alpine,2019,Suppressed
6,California,6003,Alpine,2020,Suppressed
6,California,6005,Amador,2000,Suppressed
6,California,6005,Amador,2001,Suppressed
6,California,6005,Amador,2002,Suppressed
6,California,6005,Amador,2003,Suppressed
6,California,6005,Amador,2004,Suppressed
6,California,6005,Amador,2005,Suppressed
6,California,6005,Amador,2006,Suppressed
6,California,6005,Amador,2007,Suppressed
6,California,6005,Amador,2008,Suppressed
6,California,6005,Amador,2009,3.4
6,California,6005,Amador,2010,Suppressed
6,California,6005,Amador,2011,Suppressed
6,California,6005,Amador,2012,Suppressed
6,California,6005,Amador,2013,Suppressed
6,California,6005,Amador,2014,Suppressed
6,California,6005,Amador,2015,Suppressed
6,California,6005,Amador,2016,Suppressed
6,California,6005,Amador,2017,Suppressed
6,California,6005,Amador,2018,Suppressed
6,California,6005,Amador,2019,Suppressed
6,California,6005,Amador,2020,3.7
6,California,6007,Butte,2000,3.8
6,California,6007,Butte,2001,4.2
6,California,6007,Butte,2002,5
6,California,6007,Butte,2003,4.4
6,California,6007,Butte,2004,4
6,California,6007,Butte,2005,4.7
6,California,6007,Butte,2006,4.6
6,California,6007,Butte,2007,5.4
6,California,6007,Butte,2008,4.2
6,California,6007,Butte,2009,4.8
6,California,6007,Butte,2010,4.3
6,California,6007,Butte,2011,4.2
6,California,6007,Butte,2012,4.5
6,California,6007,Butte,2013,4.8
6,California,6007,Butte,2014,4.8
6,California,6007,Butte,2015,5.1
6,California,6007,Butte,2016,4.3
6,California,6007,Butte,2017,4.6
6,California,6007,Butte,2018,4.4
6,California,6007,Butte,2019,5.3
6,California,6007,Butte,2020,4.5
6,California,6009,Calaveras,2000,Suppressed
6,California,6009,Calaveras,2001,Suppressed
6,California,6009,Calaveras,2002,Suppressed
6,California,6009,Calaveras,2003,Suppressed
6,California,6009,Calaveras,2004,Suppressed
6,California,6009,Calaveras,2005,Suppressed
6,California,6009,Calaveras,2006,Suppressed
6,California,6009,Calaveras,2007,Suppressed
6,California,6009,Calaveras,2008,Suppressed
6,California,6009,Calaveras,2009,Suppressed
6,California,6009,Calaveras,2010,Suppressed
6,California,6009,Calaveras,2011,Suppressed
6,California,6009,Calaveras,2012,Suppressed
6,California,6009,Calaveras,2013,Suppressed
6,California,6009,Calaveras,2014,Suppressed
6,California,6009,Calaveras,2015,Suppressed
6,California,6009,Calaveras,2016,Suppressed
6,California,6009,Calaveras,2017,7
6,California,6009,Calaveras,2018,Suppressed
6,California,6009,Calaveras,2019,5.4
6,California,6009,Calaveras,2020,Suppressed
6,California,6011,Colusa,2000,Suppressed
6,California,6011,Colusa,2001,Suppressed
6,California,6011,Colusa,2002,Suppressed
6,California,6011,Colusa,2003,Suppressed
6,California,6011,Colusa,2004,Suppressed
6,California,6011,Colusa,2005,Suppressed
6,California,6011,Colusa,2006,Suppressed
6,California,6011,Colusa,2007,Suppressed
6,California,6011,Colusa,2008,Suppressed
6,California,6011,Colusa,2009,Suppressed
6,California,6011,Colusa,2010,Suppressed
6,California,6011,Colusa,2011,Suppressed
6,California,6011,Colusa,2012,Suppressed
6,California,6011,Colusa,2013,Suppressed
6,California,6011,Colusa,2014,Suppressed
6,California,6011,Colusa,2015,Suppressed
6,California,6011,Colusa,2016,Suppressed
6,California,6011,Colusa,2017,Suppressed
6,California,6011,Colusa,2018,Suppressed
6,California,6011,Colusa,2019,Suppressed
6,California,6011,Colusa,2020,Suppressed
6,California,6013,Contra Costa,2000,4.7
6,California,6013,Contra Costa,2001,4.8
6,California,6013,Contra Costa,2002,4.5
6,California,6013,Contra Costa,2003,4.9
6,California,6013,Contra Costa,2004,5.1
6,California,6013,Contra Costa,2005,4.9
6,California,6013,Contra Costa,2006,5
6,California,6013,Contra Costa,2007,4.7
6,California,6013,Contra Costa,2008,4.8
6,California,6013,Contra Costa,2009,4.9
6,California,6013,Contra Costa,2010,5.2
6,California,6013,Contra Costa,2011,5.3
6,California,6013,Contra Costa,2012,5
6,California,6013,Contra Costa,2013,5
6,California,6013,Contra Costa,2014,4.9
6,California,6013,Contra Costa,2015,4.9
6,California,6013,Contra Costa,2016,5.3
6,California,6013,Contra Costa,2017,5.5
6,California,6013,Contra Costa,2018,5.3
6,California,6013,Contra Costa,2019,5.9
6,California,6013,Contra Costa,2020,5.4
6,California,6015,Del Norte,2000,Suppressed
6,California,6015,Del Norte,2001,Suppressed
6,California,6015,Del Norte,2002,Suppressed
6,California,6015,Del Norte,2003,Suppressed
6,California,6015,Del Norte,2004,Suppressed
6,California,6015,Del Norte,2005,Suppressed
6,California,6015,Del Norte,2006,Suppressed
6,California,6015,Del Norte,2007,Suppressed
6,California,6015,Del Norte,2008,Suppressed
6,California,6015,Del Norte,2009,Suppressed
6,California,6015,Del Norte,2010,Suppressed
6,California,6015,Del Norte,2011,Suppressed
6,California,6015,Del Norte,2012,Suppressed
6,California,6015,Del Norte,2013,Suppressed
6,California,6015,Del Norte,2014,Suppressed
6,California,6015,Del Norte,2015,Suppressed
6,California,6015,Del Norte,2016,Suppressed
6,California,6015,Del Norte,2017,Suppressed
6,California,6015,Del Norte,2018,Suppressed
6,California,6015,Del Norte,2019,Suppressed
6,California,6015,Del Norte,2020,Suppressed
6,California,6017,El Dorado,2000,4.1
6,California,6017,El Dorado,2001,4
6,California,6017,El Dorado,2002,4.7
6,California,6017,El Dorado,2003,4.4
6,California,6017,El Dorado,2004,4.6
6,California,6017,El Dorado,2005,4
6,California,6017,El Dorado,2006,4
6,California,6017,El Dorado,2007,4.2
6,California,6017,El Dorado,2008,4.9
6,California,6017,El Dorado,2009,5
6,California,6017,El Dorado,2010,4.9
6,California,6017,El Dorado,2011,4.2
6,California,6017,El Dorado,2012,4.2
6,California,6017,El Dorado,2013,4.7
6,California,6017,El Dorado,2014,4.4
6,California,6017,El Dorado,2015,5.4
6,California,6017,El Dorado,2016,5.2
6,California,6017,El Dorado,2017,5.7
6,California,6017,El Dorado,2018,4.6
6,California,6017,El Dorado,2019,4.5
6,California,6017,El Dorado,2020,5.3
6,California,6019,Fresno,2000,5.4
6,California,6019,Fresno,2001,5.6
6,California,6019,Fresno,2002,5.4
6,California,6019,Fresno,2003,5.9
6,California,6019,Fresno,2004,5.7
6,California,6019,Fresno,2005,5.6
6,California,6019,Fresno,2006,5.7
6,California,6019,Fresno,2007,6.1
6,California,6019,Fresno,2008,6.5
6,California,6019,Fresno,2009,6
6,California,6019,Fresno,2010,6.2
6,California,6019,Fresno,2011,6.2
6,California,6019,Fresno,2012,6.4
6,California,6019,Fresno,2013,6.3
6,California,6019,Fresno,2014,6.5
6,California,6019,Fresno,2015,6.2
6,California,6019,Fresno,2016,5.7
6,California,6019,Fresno,2017,5.6
6,California,6019,Fresno,2018,6.1
6,California,6019,Fresno,2019,6.6
6,California,6019,Fresno,2020,6
6,California,6021,Glenn,2000,Suppressed
6,California,6021,Glenn,2001,Suppressed
6,California,6021,Glenn,2002,Suppressed
6,California,6021,Glenn,2003,Suppressed
6,California,6021,Glenn,2004,Suppressed
6,California,6021,Glenn,2005,Suppressed
6,California,6021,Glenn,2006,Suppressed
6,California,6021,Glenn,2007,Suppressed
6,California,6021,Glenn,2008,Suppressed
6,California,6021,Glenn,2009,Suppressed
6,California,6021,Glenn,2010,Suppressed
6,California,6021,Glenn,2011,5.3
6,California,6021,Glenn,2012,Suppressed
6,California,6021,Glenn,2013,8
6,California,6021,Glenn,2014,5.7
6,California,6021,Glenn,2015,Suppressed
6,California,6021,Glenn,2016,Suppressed
6,California,6021,Glenn,2017,5.4
6,California,6021,Glenn,2018,Suppressed
6,California,6021,Glenn,2019,Suppressed
6,California,6021,Glenn,2020,Suppressed
6,California,6023,Humboldt,2000,4
6,California,6023,Humboldt,2001,3.9
6,California,6023,Humboldt,2002,4.1
6,California,6023,Humboldt,2003,4.5
6,California,6023,Humboldt,2004,5.5
6,California,6023,Humboldt,2005,4.6
6,California,6023,Humboldt,2006,4.7
6,California,6023,Humboldt,2007,4.4
6,California,6023,Humboldt,2008,4.4
6,California,6023,Humboldt,2009,3.5
6,California,6023,Humboldt,2010,4.6
6,California,6023,Humboldt,2011,4
6,California,6023,Humboldt,2012,4
6,California,6023,Humboldt,2013,5
6,California,6023,Humboldt,2014,4.7
6,California,6023,Humboldt,2015,3.5
6,California,6023,Humboldt,2016,4.6
6,California,6023,Humboldt,2017,4.3
6,California,6023,Humboldt,2018,5.4
6,California,6023,Humboldt,2019,4.9
6,California,6023,Humboldt,2020,4.5
6,California,6025,Imperial,2000,3.8
6,California,6025,Imperial,2001,4.6
6,California,6025,Imperial,2002,4.8
6,California,6025,Imperial,2003,4.4
6,California,6025,Imperial,2004,4.9
6,California,6025,Imperial,2005,4.6
6,California,6025,Imperial,2006,4.6
6,California,6025,Imperial,2007,5.3
6,California,6025,Imperial,2008,4.9
6,California,6025,Imperial,2009,4.4
6,California,6025,Imperial,2010,4.6
6,California,6025,Imperial,2011,4.1
6,California,6025,Imperial,2012,4.7
6,California,6025,Imperial,2013,4.3
6,California,6025,Imperial,2014,4.5
6,California,6025,Imperial,2015,3.9
6,California,6025,Imperial,2016,4.7
6,California,6025,Imperial,2017,4
6,California,6025,Imperial,2018,4.6
6,California,6025,Imperial,2019,4.9
6,California,6025,Imperial,2020,4.7
6,California,6027,Inyo,2000,Suppressed
6,California,6027,Inyo,2001,Suppressed
6,California,6027,Inyo,2002,Suppressed
6,California,6027,Inyo,2003,Suppressed
6,California,6027,Inyo,2004,4.8
6,California,6027,Inyo,2005,Suppressed
6,California,6027,Inyo,2006,Suppressed
6,California,6027,Inyo,2007,Suppressed
6,California,6027,Inyo,2008,Suppressed
6,California,6027,Inyo,2009,Suppressed
6,California,6027,Inyo,2010,Suppressed
6,California,6027,Inyo,2011,Suppressed
6,California,6027,Inyo,2012,Suppressed
6,California,6027,Inyo,2013,Suppressed
6,California,6027,Inyo,2014,Suppressed
6,California,6027,Inyo,2015,Suppressed
6,California,6027,Inyo,2016,Suppressed
6,California,6027,Inyo,2017,Suppressed
6,California,6027,Inyo,2018,Suppressed
6,California,6027,Inyo,2019,Suppressed
6,California,6027,Inyo,2020,Suppressed
6,California,6029,Kern,2000,5.4
6,California,6029,Kern,2001,5.1
6,California,6029,Kern,2002,5.6
6,California,6029,Kern,2003,5.6
6,California,6029,Kern,2004,5.6
6,California,6029,Kern,2005,5.7
6,California,6029,Kern,2006,5.7
6,California,6029,Kern,2007,6
6,California,6029,Kern,2008,5.6
6,California,6029,Kern,2009,5.8
6,California,6029,Kern,2010,5.7
6,California,6029,Kern,2011,5.8
6,California,6029,Kern,2012,5.4
6,California,6029,Kern,2013,5.9
6,California,6029,Kern,2014,5.5
6,California,6029,Kern,2015,5.6
6,California,6029,Kern,2016,5.9
6,California,6029,Kern,2017,6.1
6,California,6029,Kern,2018,5.7
6,California,6029,Kern,2019,6
6,California,6029,Kern,2020,5.8
6,California,6031,Kings,2000,4.5
6,California,6031,Kings,2001,5.3
6,California,6031,Kings,2002,4.9
6,California,6031,Kings,2003,4.9
6,California,6031,Kings,2004,5.5
6,California,6031,Kings,2005,5.4
6,California,6031,Kings,2006,5.2
6,California,6031,Kings,2007,5.2
6,California,6031,Kings,2008,5.3
6,California,6031,Kings,2009,5.3
6,California,6031,Kings,2010,5.3
6,California,6031,Kings,2011,5.5
6,California,6031,Kings,2012,4.3
6,California,6031,Kings,2013,5
6,California,6031,Kings,2014,4.7
6,California,6031,Kings,2015,4.7
6,California,6031,Kings,2016,5.4
6,California,6031,Kings,2017,5
6,California,6031,Kings,2018,5.3
6,California,6031,Kings,2019,5.1
6,California,6031,Kings,2020,4.8
6,California,6033,Lake,2000,Suppressed
6,California,6033,Lake,2001,5.1
6,California,6033,Lake,2002,5.2
6,California,6033,Lake,2003,6
6,California,6033,Lake,2004,4.7
6,California,6033,Lake,2005,4.4
6,California,6033,Lake,2006,4.6
6,California,6033,Lake,2007,3.9
6,California,6033,Lake,2008,5.3
6,California,6033,Lake,2009,4
6,California,6033,Lake,2010,5.1
6,California,6033,Lake,2011,5.4
6,California,6033,Lake,2012,4.3
6,California,6033,Lake,2013,5.5
6,California,6033,Lake,2014,6.5
6,California,6033,Lake,2015,4.4
6,California,6033,Lake,2016,4.7
6,California,6033,Lake,2017,4.7
6,California,6033,Lake,2018,5.3
6,California,6033,Lake,2019,4.6
6,California,6033,Lake,2020,5.7
6,California,6035,Lassen,2000,7
6,California,6035,Lassen,2001,7
6,California,6035,Lassen,2002,Suppressed
6,California,6035,Lassen,2003,Suppressed
6,California,6035,Lassen,2004,Suppressed
6,California,6035,Lassen,2005,Suppressed
6,California,6035,Lassen,2006,Suppressed
6,California,6035,Lassen,2007,Suppressed
6,California,6035,Lassen,2008,Suppressed
6,California,6035,Lassen,2009,6.5
6,California,6035,Lassen,2010,Suppressed
6,California,6035,Lassen,2011,Suppressed
6,California,6035,Lassen,2012,Suppressed
6,California,6035,Lassen,2013,Suppressed
6,California,6035,Lassen,2014,Suppressed
6,California,6035,Lassen,2015,7.2
6,California,6035,Lassen,2016,Suppressed
6,California,6035,Lassen,2017,7.5
6,California,6035,Lassen,2018,Suppressed
6,California,6035,Lassen,2019,8
6,California,6035,Lassen,2020,Suppressed
6,California,6037,Los Angeles,2000,5.1
6,California,6037,Los Angeles,2001,5.3
6,California,6037,Los Angeles,2002,5.4
6,California,6037,Los Angeles,2003,5.6
6,California,6037,Los Angeles,2004,5.6
6,California,6037,Los Angeles,2005,5.7
6,California,6037,Los Angeles,2006,5.8
6,California,6037,Los Angeles,2007,5.7
6,California,6037,Los Angeles,2008,5.7
6,California,6037,Los Angeles,2009,5.6
6,California,6037,Los Angeles,2010,5.7
6,California,6037,Los Angeles,2011,5.5
6,California,6037,Los Angeles,2012,5.5
6,California,6037,Los Angeles,2013,5.5
6,California,6037,Los Angeles,2014,5.4
6,California,6037,Los Angeles,2015,5.7
6,California,6037,Los Angeles,2016,5.6
6,California,6037,Los Angeles,2017,5.7
6,California,6037,Los Angeles,2018,5.8
6,California,6037,Los Angeles,2019,5.9
6,California,6037,Los Angeles,2020,5.8
6,California,6039,Madera,2000,4.2
6,California,6039,Madera,2001,5
6,California,6039,Madera,2002,5.2
6,California,6039,Madera,2003,5.6
6,California,6039,Madera,2004,4.8
6,California,6039,Madera,2005,5.1
6,California,6039,Madera,2006,4.9
6,California,6039,Madera,2007,5.4
6,California,6039,Madera,2008,4.7
6,California,6039,Madera,2009,5.1
6,California,6039,Madera,2010,5.5
6,California,6039,Madera,2011,5.2
6,California,6039,Madera,2012,5.1
6,California,6039,Madera,2013,4.8
6,California,6039,Madera,2014,4.9
6,California,6039,Madera,2015,4.6
6,California,6039,Madera,2016,5.4
6,California,6039,Madera,2017,5.3
6,California,6039,Madera,2018,5.5
6,California,6039,Madera,2019,3.9
6,California,6039,Madera,2020,5.6
6,California,6041,Marin,2000,4.3
6,California,6041,Marin,2001,3.8
6,California,6041,Marin,2002,3.7
6,California,6041,Marin,2003,4.1
6,California,6041,Marin,2004,4
6,California,6041,Marin,2005,3.5
6,California,6041,Marin,2006,3.3
6,California,6041,Marin,2007,3.7
6,California,6041,Marin,2008,4.3
6,California,6041,Marin,2009,3.7
6,California,6041,Marin,2010,4.3
6,California,6041,Marin,2011,3.3
6,California,6041,Marin,2012,3.5
6,California,6041,Marin,2013,4.6
6,California,6041,Marin,2014,3.7
6,California,6041,Marin,2015,4
6,California,6041,Marin,2016,3.9
6,California,6041,Marin,2017,4
6,California,6041,Marin,2018,3.8
6,California,6041,Marin,2019,4.2
6,California,6041,Marin,2020,3.9
6,California,6043,Mariposa,2000,Suppressed
6,California,6043,Mariposa,2001,Suppressed
6,California,6043,Mariposa,2002,Suppressed
6,California,6043,Mariposa,2003,Suppressed
6,California,6043,Mariposa,2004,Suppressed
6,California,6043,Mariposa,2005,Suppressed
6,California,6043,Mariposa,2006,Suppressed
6,California,6043,Mariposa,2007,Suppressed
6,California,6043,Mariposa,2008,Suppressed
6,California,6043,Mariposa,2009,Suppressed
6,California,6043,Mariposa,2010,Suppressed
6,California,6043,Mariposa,2011,Suppressed
6,California,6043,Mariposa,2012,Suppressed
6,California,6043,Mariposa,2013,Suppressed
6,California,6043,Mariposa,2014,Suppressed
6,California,6043,Mariposa,2015,Suppressed
6,California,6043,Mariposa,2016,Suppressed
6,California,6043,Mariposa,2017,Suppressed
6,California,6043,Mariposa,2018,Suppressed
6,California,6043,Mariposa,2019,Suppressed
6,California,6043,Mariposa,2020,Suppressed
6,California,6045,Mendocino,2000,Suppressed
6,California,6045,Mendocino,2001,4.1
6,California,6045,Mendocino,2002,5.3
6,California,6045,Mendocino,2003,4.4
6,California,6045,Mendocino,2004,5.1
6,California,6045,Mendocino,2005,4.6
6,California,6045,Mendocino,2006,6.3
6,California,6045,Mendocino,2007,4.6
6,California,6045,Mendocino,2008,5
6,California,6045,Mendocino,2009,4.4
6,California,6045,Mendocino,2010,4
6,California,6045,Mendocino,2011,4.7
6,California,6045,Mendocino,2012,5.1
6,California,6045,Mendocino,2013,4.5
6,California,6045,Mendocino,2014,5.1
6,California,6045,Mendocino,2015,5.4
6,California,6045,Mendocino,2016,5.3
6,California,6045,Mendocino,2017,5.9
6,California,6045,Mendocino,2018,5.1
6,California,6045,Mendocino,2019,6.5
6,California,6045,Mendocino,2020,6.2
6,California,6047,Merced,2000,5
6,California,6047,Merced,2001,4.8
6,California,6047,Merced,2002,5.5
6,California,6047,Merced,2003,5.3
6,California,6047,Merced,2004,4.8
6,California,6047,Merced,2005,5.1
6,California,6047,Merced,2006,4.6
6,California,6047,Merced,2007,4.9
6,California,6047,Merced,2008,5.2
6,California,6047,Merced,2009,5.6
6,California,6047,Merced,2010,5.4
6,California,6047,Merced,2011,5.5
6,California,6047,Merced,2012,5.5
6,California,6047,Merced,2013,5.3
6,California,6047,Merced,2014,4.7
6,California,6047,Merced,2015,4.9
6,California,6047,Merced,2016,4.9
6,California,6047,Merced,2017,5.7
6,California,6047,Merced,2018,4.2
6,California,6047,Merced,2019,4.5
6,California,6047,Merced,2020,4.2
6,California,6049,Modoc,2000,Suppressed
6,California,6049,Modoc,2001,Suppressed
6,California,6049,Modoc,2002,Suppressed
6,California,6049,Modoc,2003,Suppressed
6,California,6049,Modoc,2004,Suppressed
6,California,6049,Modoc,2005,Suppressed
6,California,6049,Modoc,2006,Suppressed
6,California,6049,Modoc,2007,Suppressed
6,California,6049,Modoc,2008,Suppressed
6,California,6049,Modoc,2009,Suppressed
6,California,6049,Modoc,2010,Suppressed
6,California,6049,Modoc,2011,Suppressed
6,California,6049,Modoc,2012,Suppressed
6,California,6049,Modoc,2013,Suppressed
6,California,6049,Modoc,2014,Suppressed
6,California,6049,Modoc,2015,Suppressed
6,California,6049,Modoc,2016,Suppressed
6,California,6049,Modoc,2017,Suppressed
6,California,6049,Modoc,2018,Suppressed
6,California,6049,Modoc,2019,Suppressed
6,California,6049,Modoc,2020,Suppressed
6,California,6051,Mono,2000,Suppressed
6,California,6051,Mono,2001,Suppressed
6,California,6051,Mono,2002,Suppressed
6,California,6051,Mono,2003,Suppressed
6,California,6051,Mono,2004,Suppressed
6,California,6051,Mono,2005,Suppressed
6,California,6051,Mono,2006,Suppressed
6,California,6051,Mono,2007,Suppressed
6,California,6051,Mono,2008,Suppressed
6,California,6051,Mono,2009,Suppressed
6,California,6051,Mono,2010,Suppressed
6,California,6051,Mono,2011,Suppressed
6,California,6051,Mono,2012,Suppressed
6,California,6051,Mono,2013,Suppressed
6,California,6051,Mono,2014,Suppressed
6,California,6051,Mono,2015,Suppressed
6,California,6051,Mono,2016,Suppressed
6,California,6051,Mono,2017,Suppressed
6,California,6051,Mono,2018,7.7
6,California,6051,Mono,2019,Suppressed
6,California,6051,Mono,2020,Suppressed
6,California,6053,Monterey,2000,4.4
6,California,6053,Monterey,2001,4
6,California,6053,Monterey,2002,4.9
6,California,6053,Monterey,2003,4.6
6,California,6053,Monterey,2004,5.4
6,California,6053,Monterey,2005,5.1
6,California,6053,Monterey,2006,4.8
6,California,6053,Monterey,2007,4.3
6,California,6053,Monterey,2008,4.7
6,California,6053,Monterey,2009,4.4
6,California,6053,Monterey,2010,4.4
6,California,6053,Monterey,2011,4.7
6,California,6053,Monterey,2012,4.7
6,California,6053,Monterey,2013,4.6
6,California,6053,Monterey,2014,4.7
6,California,6053,Monterey,2015,4.9
6,California,6053,Monterey,2016,4.4
6,California,6053,Monterey,2017,4.8
6,California,6053,Monterey,2018,5.4
6,California,6053,Monterey,2019,5.1
6,California,6053,Monterey,2020,4.9
6,California,6055,Napa,2000,3.9
6,California,6055,Napa,2001,4
6,California,6055,Napa,2002,4.8
6,California,6055,Napa,2003,4
6,California,6055,Napa,2004,4.3
6,California,6055,Napa,2005,4.3
6,California,6055,Napa,2006,4.9
6,California,6055,Napa,2007,4.2
6,California,6055,Napa,2008,4.8
6,California,6055,Napa,2009,4.3
6,California,6055,Napa,2010,4.5
6,California,6055,Napa,2011,4.2
6,California,6055,Napa,2012,4.3
6,California,6055,Napa,2013,4.6
6,California,6055,Napa,2014,4.6
6,California,6055,Napa,2015,4.2
6,California,6055,Napa,2016,4.8
6,California,6055,Napa,2017,4.4
6,California,6055,Napa,2018,5.3
6,California,6055,Napa,2019,3.7
6,California,6055,Napa,2020,3.8
6,California,6057,Nevada,2000,4.4
6,California,6057,Nevada,2001,Suppressed
6,California,6057,Nevada,2002,4
6,California,6057,Nevada,2003,4.2
6,California,6057,Nevada,2004,4.7
6,California,6057,Nevada,2005,5
6,California,6057,Nevada,2006,5.3
6,California,6057,Nevada,2007,5.7
6,California,6057,Nevada,2008,3.5
6,California,6057,Nevada,2009,3.6
6,California,6057,Nevada,2010,3.6
6,California,6057,Nevada,2011,4.6
6,California,6057,Nevada,2012,4.4
6,California,6057,Nevada,2013,5.3
6,California,6057,Nevada,2014,4.1
6,California,6057,Nevada,2015,4.6
6,California,6057,Nevada,2016,4.4
6,California,6057,Nevada,2017,5
6,California,6057,Nevada,2018,3.8
6,California,6057,Nevada,2019,5.2
6,California,6057,Nevada,2020,4.9
