"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment",
"06","California","06001","Alameda","2005","9,514","",
"06","California","06001","Alameda","2006","9,217","",
"06","California","06001","Alameda","2007","9,639","",
"06","California","06001","Alameda","2008","9,800","",
"06","California","06001","Alameda","2009","10,918","",
"06","California","06001","Alameda","2010","9,782","",
"06","California","06001","Alameda","2011","9,294","",
"06","California","06001","Alameda","2012","9,868","",
"06","California","06001","Alameda","2013","9,951","",
"06","California","06001","Alameda","2014","9,893","",
"06","California","06001","Alameda","2015","9,886","",
"06","California","06001","Alameda","2016","9,077","",
"06","California","06001","Alameda","2017","8,915","",
"06","California","06001","Alameda","2018","7,772","",
"06","California","06001","Alameda","2019","7,436","",
"06","California","06003","Alpine","2005","Suppressed","",
"06","California","06003","Alpine","2006","Suppressed","",
"06","California","06003","Alpine","2007","Suppressed","",
"06","California","06003","Alpine","2008","Suppressed","",
"06","California","06003","Alpine","2009","Suppressed","",
"06","California","06003","Alpine","2010","Suppressed","",
"06","California","06003","Alpine","2011","0","",
"06","California","06003","Alpine","2012","Suppressed","",
"06","California","06003","Alpine","2013","Suppressed","",
"06","California","06003","Alpine","2014","0","",
"06","California","06003","Alpine","2015","0","",
"06","California","06003","Alpine","2016","Suppressed","",
"06","California","06003","Alpine","2017","0","",
"06","California","06003","Alpine","2018","Suppressed","",
"06","California","06003","Alpine","2019","Suppressed","",
"06","California","06005","Amador","2005","140","",
"06","California","06005","Amador","2006","152","",
"06","California","06005","Amador","2007","161","",
"06","California","06005","Amador","2008","143","",
"06","California","06005","Amador","2009","154","",
"06","California","06005","Amador","2010","165","",
"06","California","06005","Amador","2011","215","",
"06","California","06005","Amador","2012","264","",
"06","California","06005","Amador","2013","255","",
"06","California","06005","Amador","2014","227","",
"06","California","06005","Amador","2015","195","",
"06","California","06005","Amador","2016","187","",
"06","California","06005","Amador","2017","174","",
"06","California","06005","Amador","2018","137","",
"06","California","06005","Amador","2019","169","",
"06","California","06007","Butte","2005","1,054","",
"06","California","06007","Butte","2006","848","",
"06","California","06007","Butte","2007","854","",
"06","California","06007","Butte","2008","1,025","",
"06","California","06007","Butte","2009","1,102","",
"06","California","06007","Butte","2010","1,163","",
"06","California","06007","Butte","2011","1,097","",
"06","California","06007","Butte","2012","944","",
"06","California","06007","Butte","2013","967","",
"06","California","06007","Butte","2014","976","",
"06","California","06007","Butte","2015","1,037","",
"06","California","06007","Butte","2016","767","",
"06","California","06007","Butte","2017","935","",
"06","California","06007","Butte","2018","906","",
"06","California","06007","Butte","2019","751","",
"06","California","06009","Calaveras","2005","193","",
"06","California","06009","Calaveras","2006","197","",
"06","California","06009","Calaveras","2007","183","",
"06","California","06009","Calaveras","2008","210","",
"06","California","06009","Calaveras","2009","159","",
"06","California","06009","Calaveras","2010","200","",
"06","California","06009","Calaveras","2011","223","",
"06","California","06009","Calaveras","2012","173","",
"06","California","06009","Calaveras","2013","222","",
"06","California","06009","Calaveras","2014","205","",
"06","California","06009","Calaveras","2015","183","",
"06","California","06009","Calaveras","2016","171","",
"06","California","06009","Calaveras","2017","197","",
"06","California","06009","Calaveras","2018","187","",
"06","California","06009","Calaveras","2019","198","",
"06","California","06011","Colusa","2005","104","",
"06","California","06011","Colusa","2006","106","",
"06","California","06011","Colusa","2007","62","",
"06","California","06011","Colusa","2008","101","",
"06","California","06011","Colusa","2009","84","",
"06","California","06011","Colusa","2010","82","",
"06","California","06011","Colusa","2011","66","",
"06","California","06011","Colusa","2012","81","",
"06","California","06011","Colusa","2013","79","",
"06","California","06011","Colusa","2014","92","",
"06","California","06011","Colusa","2015","97","",
"06","California","06011","Colusa","2016","67","",
"06","California","06011","Colusa","2017","62","",
"06","California","06011","Colusa","2018","118","",
"06","California","06011","Colusa","2019","103","",
"06","California","06013","Contra Costa","2005","6,142","",
"06","California","06013","Contra Costa","2006","6,744","",
"06","California","06013","Contra Costa","2007","6,010","",
"06","California","06013","Contra Costa","2008","6,638","",
"06","California","06013","Contra Costa","2009","7,251","",
"06","California","06013","Contra Costa","2010","7,515","",
"06","California","06013","Contra Costa","2011","7,719","",
"06","California","06013","Contra Costa","2012","7,913","",
"06","California","06013","Contra Costa","2013","6,932","",
"06","California","06013","Contra Costa","2014","6,772","",
"06","California","06013","Contra Costa","2015","6,826","",
"06","California","06013","Contra Costa","2016","6,005","",
"06","California","06013","Contra Costa","2017","6,698","",
"06","California","06013","Contra Costa","2018","5,989","",
"06","California","06013","Contra Costa","2019","5,887","",
"06","California","06015","Del Norte","2005","249","",
"06","California","06015","Del Norte","2006","191","",
"06","California","06015","Del Norte","2007","169","",
"06","California","06015","Del Norte","2008","155","",
"06","California","06015","Del Norte","2009","150","",
"06","California","06015","Del Norte","2010","152","",
"06","California","06015","Del Norte","2011","157","",
"06","California","06015","Del Norte","2012","140","",
"06","California","06015","Del Norte","2013","137","",
"06","California","06015","Del Norte","2014","127","",
"06","California","06015","Del Norte","2015","139","",
"06","California","06015","Del Norte","2016","171","",
"06","California","06015","Del Norte","2017","148","",
"06","California","06015","Del Norte","2018","132","",
"06","California","06015","Del Norte","2019","117","",
"06","California","06017","El Dorado","2005","529","",
"06","California","06017","El Dorado","2006","614","",
"06","California","06017","El Dorado","2007","536","",
"06","California","06017","El Dorado","2008","579","",
"06","California","06017","El Dorado","2009","522","",
"06","California","06017","El Dorado","2010","532","",
"06","California","06017","El Dorado","2011","549","",
"06","California","06017","El Dorado","2012","568","",
"06","California","06017","El Dorado","2013","575","",
"06","California","06017","El Dorado","2014","602","",
"06","California","06017","El Dorado","2015","591","",
"06","California","06017","El Dorado","2016","564","",
"06","California","06017","El Dorado","2017","650","",
"06","California","06017","El Dorado","2018","563","",
"06","California","06017","El Dorado","2019","539","",
"06","California","06019","Fresno","2005","5,534","",
"06","California","06019","Fresno","2006","5,796","",
"06","California","06019","Fresno","2007","5,824","",
"06","California","06019","Fresno","2008","6,231","",
"06","California","06019","Fresno","2009","6,889","",
"06","California","06019","Fresno","2010","7,152","",
"06","California","06019","Fresno","2011","7,038","",
"06","California","06019","Fresno","2012","7,165","",
"06","California","06019","Fresno","2013","7,193","",
"06","California","06019","Fresno","2014","7,620","",
"06","California","06019","Fresno","2015","7,902","",
"06","California","06019","Fresno","2016","6,925","",
"06","California","06019","Fresno","2017","7,775","",
"06","California","06019","Fresno","2018","6,924","",
"06","California","06019","Fresno","2019","6,589","",
"06","California","06021","Glenn","2005","101","",
"06","California","06021","Glenn","2006","68","",
"06","California","06021","Glenn","2007","73","",
"06","California","06021","Glenn","2008","92","",
"06","California","06021","Glenn","2009","109","",
"06","California","06021","Glenn","2010","126","",
"06","California","06021","Glenn","2011","122","",
"06","California","06021","Glenn","2012","106","",
"06","California","06021","Glenn","2013","121","",
"06","California","06021","Glenn","2014","109","",
"06","California","06021","Glenn","2015","121","",
"06","California","06021","Glenn","2016","103","",
"06","California","06021","Glenn","2017","130","",
"06","California","06021","Glenn","2018","100","",
"06","California","06021","Glenn","2019","118","",
"06","California","06023","Humboldt","2005","808","",
"06","California","06023","Humboldt","2006","743","",
"06","California","06023","Humboldt","2007","780","",
"06","California","06023","Humboldt","2008","809","",
"06","California","06023","Humboldt","2009","855","",
"06","California","06023","Humboldt","2010","797","",
"06","California","06023","Humboldt","2011","876","",
"06","California","06023","Humboldt","2012","982","",
"06","California","06023","Humboldt","2013","960","",
"06","California","06023","Humboldt","2014","902","",
"06","California","06023","Humboldt","2015","828","",
"06","California","06023","Humboldt","2016","814","",
"06","California","06023","Humboldt","2017","848","",
"06","California","06023","Humboldt","2018","688","",
"06","California","06023","Humboldt","2019","612","",
"06","California","06025","Imperial","2005","1,458","",
"06","California","06025","Imperial","2006","1,378","",
"06","California","06025","Imperial","2007","1,508","",
"06","California","06025","Imperial","2008","1,493","",
"06","California","06025","Imperial","2009","1,592","",
"06","California","06025","Imperial","2010","1,681","",
"06","California","06025","Imperial","2011","1,394","",
"06","California","06025","Imperial","2012","1,420","",
"06","California","06025","Imperial","2013","1,288","",
"06","California","06025","Imperial","2014","1,513","",
"06","California","06025","Imperial","2015","1,384","",
"06","California","06025","Imperial","2016","1,286","",
"06","California","06025","Imperial","2017","1,290","",
"06","California","06025","Imperial","2018","1,148","",
"06","California","06025","Imperial","2019","1,195","",
"06","California","06027","Inyo","2005","116","",
"06","California","06027","Inyo","2006","87","",
"06","California","06027","Inyo","2007","62","",
"06","California","06027","Inyo","2008","93","",
"06","California","06027","Inyo","2009","87","",
"06","California","06027","Inyo","2010","84","",
"06","California","06027","Inyo","2011","97","",
"06","California","06027","Inyo","2012","82","",
"06","California","06027","Inyo","2013","90","",
"06","California","06027","Inyo","2014","92","",
"06","California","06027","Inyo","2015","88","",
"06","California","06027","Inyo","2016","90","",
"06","California","06027","Inyo","2017","110","",
"06","California","06027","Inyo","2018","81","",
"06","California","06027","Inyo","2019","92","",
"06","California","06029","Kern","2005","3,533","",
"06","California","06029","Kern","2006","3,307","",
"06","California","06029","Kern","2007","3,550","",
"06","California","06029","Kern","2008","3,555","",
"06","California","06029","Kern","2009","4,410","",
"06","California","06029","Kern","2010","4,382","",
"06","California","06029","Kern","2011","4,616","",
"06","California","06029","Kern","2012","5,204","",
"06","California","06029","Kern","2013","5,205","",
"06","California","06029","Kern","2014","5,605","",
"06","California","06029","Kern","2015","5,837","",
"06","California","06029","Kern","2016","4,981","",
"06","California","06029","Kern","2017","4,842","",
"06","California","06029","Kern","2018","4,285","",
"06","California","06029","Kern","2019","4,275","",
"06","California","06031","Kings","2005","1,012","",
"06","California","06031","Kings","2006","916","",
"06","California","06031","Kings","2007","894","",
"06","California","06031","Kings","2008","1,031","",
"06","California","06031","Kings","2009","1,188","",
"06","California","06031","Kings","2010","1,240","",
"06","California","06031","Kings","2011","1,298","",
"06","California","06031","Kings","2012","1,438","",
"06","California","06031","Kings","2013","1,368","",
"06","California","06031","Kings","2014","1,237","",
"06","California","06031","Kings","2015","1,241","",
"06","California","06031","Kings","2016","1,025","",
"06","California","06031","Kings","2017","1,071","",
"06","California","06031","Kings","2018","835","",
"06","California","06031","Kings","2019","747","",
"06","California","06033","Lake","2005","383","",
"06","California","06033","Lake","2006","445","",
"06","California","06033","Lake","2007","396","",
"06","California","06033","Lake","2008","351","",
"06","California","06033","Lake","2009","415","",
"06","California","06033","Lake","2010","409","",
"06","California","06033","Lake","2011","387","",
"06","California","06033","Lake","2012","434","",
"06","California","06033","Lake","2013","434","",
"06","California","06033","Lake","2014","479","",
"06","California","06033","Lake","2015","477","",
"06","California","06033","Lake","2016","487","",
"06","California","06033","Lake","2017","481","",
"06","California","06033","Lake","2018","504","",
"06","California","06033","Lake","2019","505","",
"06","California","06035","Lassen","2005","140","",
"06","California","06035","Lassen","2006","112","",
"06","California","06035","Lassen","2007","116","",
"06","California","06035","Lassen","2008","116","",
"06","California","06035","Lassen","2009","137","",
"06","California","06035","Lassen","2010","113","",
"06","California","06035","Lassen","2011","104","",
"06","California","06035","Lassen","2012","102","",
"06","California","06035","Lassen","2013","103","",
"06","California","06035","Lassen","2014","102","",
"06","California","06035","Lassen","2015","148","",
"06","California","06035","Lassen","2016","116","",
"06","California","06035","Lassen","2017","131","",
"06","California","06035","Lassen","2018","111","",
"06","California","06035","Lassen","2019","101","",
"06","California","06037","Los Angeles","2005","48,372","",
"06","California","06037","Los Angeles","2006","44,251","",
"06","California","06037","Los Angeles","2007","44,003","",
"06","California","06037","Los Angeles","2008","45,756","",
"06","California","06037","Los Angeles","2009","51,242","",
"06","California","06037","Los Angeles","2010","46,882","",
"06","California","06037","Los Angeles","2011","47,510","",
"06","California","06037","Los Angeles","2012","49,391","",
"06","California","06037","Los Angeles","2013","49,732","",
"06","California","06037","Los Angeles","2014","50,771","",
"06","California","06037","Los Angeles","2015","51,895","",
"06","California","06037","Los Angeles","2016","50,479","",
"06","California","06037","Los Angeles","2017","49,376","",
"06","California","06037","Los Angeles","2018","46,612","",
"06","California","06037","Los Angeles","2019","46,725","",
"06","California","06039","Madera","2005","793","",
"06","California","06039","Madera","2006","856","",
"06","California","06039","Madera","2007","939","",
"06","California","06039","Madera","2008","1,067","",
"06","California","06039","Madera","2009","1,059","",
"06","California","06039","Madera","2010","1,189","",
"06","California","06039","Madera","2011","1,098","",
"06","California","06039","Madera","2012","1,133","",
"06","California","06039","Madera","2013","829","",
"06","California","06039","Madera","2014","980","",
"06","California","06039","Madera","2015","1,027","",
"06","California","06039","Madera","2016","954","",
"06","California","06039","Madera","2017","975","",
"06","California","06039","Madera","2018","812","",
"06","California","06039","Madera","2019","779","",
"06","California","06041","Marin","2005","742","",
"06","California","06041","Marin","2006","804","",
"06","California","06041","Marin","2007","640","",
"06","California","06041","Marin","2008","666","",
"06","California","06041","Marin","2009","683","",
"06","California","06041","Marin","2010","766","",
"06","California","06041","Marin","2011","760","",
"06","California","06041","Marin","2012","710","",
"06","California","06041","Marin","2013","683","",
"06","California","06041","Marin","2014","643","",
"06","California","06041","Marin","2015","534","",
"06","California","06041","Marin","2016","544","",
"06","California","06041","Marin","2017","562","",
"06","California","06041","Marin","2018","584","",
"06","California","06041","Marin","2019","539","",
"06","California","06043","Mariposa","2005","70","",
"06","California","06043","Mariposa","2006","93","",
"06","California","06043","Mariposa","2007","73","",
"06","California","06043","Mariposa","2008","75","",
"06","California","06043","Mariposa","2009","60","",
"06","California","06043","Mariposa","2010","66","",
"06","California","06043","Mariposa","2011","69","",
"06","California","06043","Mariposa","2012","61","",
"06","California","06043","Mariposa","2013","64","",
"06","California","06043","Mariposa","2014","60","",
"06","California","06043","Mariposa","2015","79","",
"06","California","06043","Mariposa","2016","66","",
"06","California","06043","Mariposa","2017","63","",
"06","California","06043","Mariposa","2018","68","",
"06","California","06043","Mariposa","2019","62","",
"06","California","06045","Mendocino","2005","526","",
"06","California","06045","Mendocino","2006","550","",
"06","California","06045","Mendocino","2007","524","",
"06","California","06045","Mendocino","2008","537","",
"06","California","06045","Mendocino","2009","599","",
"06","California","06045","Mendocino","2010","622","",
"06","California","06045","Mendocino","2011","541","",
"06","California","06045","Mendocino","2012","490","",
"06","California","06045","Mendocino","2013","465","",
"06","California","06045","Mendocino","2014","461","",
"06","California","06045","Mendocino","2015","477","",
"06","California","06045","Mendocino","2016","448","",
"06","California","06045","Mendocino","2017","564","",
"06","California","06045","Mendocino","2018","503","",
"06","California","06045","Mendocino","2019","488","",
"06","California","06047","Merced","2005","1,277","",
"06","California","06047","Merced","2006","1,459","",
"06","California","06047","Merced","2007","1,610","",
"06","California","06047","Merced","2008","1,967","",
"06","California","06047","Merced","2009","2,016","",
"06","California","06047","Merced","2010","2,194","",
"06","California","06047","Merced","2011","2,017","",
"06","California","06047","Merced","2012","2,206","",
"06","California","06047","Merced","2013","2,183","",
"06","California","06047","Merced","2014","2,326","",
"06","California","06047","Merced","2015","2,412","",
"06","California","06047","Merced","2016","2,206","",
"06","California","06047","Merced","2017","2,064","",
"06","California","06047","Merced","2018","1,702","",
"06","California","06047","Merced","2019","1,687","",
"06","California","06049","Modoc","2005","34","",
"06","California","06049","Modoc","2006","22","",
"06","California","06049","Modoc","2007","30","",
"06","California","06049","Modoc","2008","44","",
"06","California","06049","Modoc","2009","41","",
"06","California","06049","Modoc","2010","43","",
"06","California","06049","Modoc","2011","48","",
"06","California","06049","Modoc","2012","48","",
"06","California","06049","Modoc","2013","42","",
"06","California","06049","Modoc","2014","60","",
"06","California","06049","Modoc","2015","52","",
"06","California","06049","Modoc","2016","59","",
"06","California","06049","Modoc","2017","77","",
"06","California","06049","Modoc","2018","83","",
"06","California","06049","Modoc","2019","67","",
"06","California","06051","Mono","2005","20","",
"06","California","06051","Mono","2006","17","",
"06","California","06051","Mono","2007","17","",
"06","California","06051","Mono","2008","23","",
"06","California","06051","Mono","2009","28","",
"06","California","06051","Mono","2010","24","",
"06","California","06051","Mono","2011","20","",
"06","California","06051","Mono","2012","24","",
"06","California","06051","Mono","2013","40","",
"06","California","06051","Mono","2014","49","",
"06","California","06051","Mono","2015","43","",
"06","California","06051","Mono","2016","33","",
"06","California","06051","Mono","2017","40","",
"06","California","06051","Mono","2018","62","",
"06","California","06051","Mono","2019","48","",
"06","California","06053","Monterey","2005","1,753","",
"06","California","06053","Monterey","2006","1,723","",
"06","California","06053","Monterey","2007","1,836","",
"06","California","06053","Monterey","2008","1,884","",
"06","California","06053","Monterey","2009","1,876","",
"06","California","06053","Monterey","2010","1,978","",
"06","California","06053","Monterey","2011","1,911","",
"06","California","06053","Monterey","2012","1,979","",
"06","California","06053","Monterey","2013","2,090","",
"06","California","06053","Monterey","2014","2,090","",
"06","California","06053","Monterey","2015","2,183","",
"06","California","06053","Monterey","2016","1,957","",
"06","California","06053","Monterey","2017","1,909","",
"06","California","06053","Monterey","2018","1,617","",
"06","California","06053","Monterey","2019","1,629","",
"06","California","06055","Napa","2005","579","",
"06","California","06055","Napa","2006","588","",
"06","California","06055","Napa","2007","498","",
"06","California","06055","Napa","2008","466","",
"06","California","06055","Napa","2009","557","",
"06","California","06055","Napa","2010","615","",
"06","California","06055","Napa","2011","577","",
"06","California","06055","Napa","2012","561","",
"06","California","06055","Napa","2013","554","",
"06","California","06055","Napa","2014","646","",
"06","California","06055","Napa","2015","560","",
"06","California","06055","Napa","2016","439","",
"06","California","06055","Napa","2017","535","",
"06","California","06055","Napa","2018","511","",
"06","California","06055","Napa","2019","495","",
"06","California","06057","Nevada","2005","382","",
"06","California","06057","Nevada","2006","382","",
"06","California","06057","Nevada","2007","438","",
"06","California","06057","Nevada","2008","459","",
"06","California","06057","Nevada","2009","488","",
"06","California","06057","Nevada","2010","439","",
"06","California","06057","Nevada","2011","435","",
"06","California","06057","Nevada","2012","398","",
"06","California","06057","Nevada","2013","341","",
"06","California","06057","Nevada","2014","366","",
"06","California","06057","Nevada","2015","350","",
"06","California","06057","Nevada","2016","266","",
"06","California","06057","Nevada","2017","306","",
"06","California","06057","Nevada","2018","219","",
"06","California","06057","Nevada","2019","218","",
"06","California","06059","Orange","2005","9,606","",
"06","California","06059","Orange","2006","8,485","",
"06","California","06059","Orange","2007","8,745","",
"06","California","06059","Orange","2008","8,997","",
"06","California","06059","Orange","2009","9,805","",
"06","California","06059","Orange","2010","9,077","",
"06","California","06059","Orange","2011","8,770","",
"06","California","06059","Orange","2012","9,912","",
